nombre;lat;lng;
Casa Somos Nayón;-0.156558;-78.439528;
Casa Somos Cocotog;-0.139821;-78.426282;
Parque las Piramides junto a la UPC;-0.086897;-78.470221;
Parque;-0.077078;-78.470221;
Boulevard barrio independencia;-0.058088;-78.455248;
Comité central;-0.125358;-78.497712;
Parque Infantil;0.005153;-78.440641;
Cenepa;0.005439;-78.448049;
Vista hermosa;-0.08621;-78.513315;
Canchas multiples;-0.095092;-78.526925;
Anita Lucia2;-0.117557;-78.519793;
Casa Somos Pomasqui;-0.057168;-78.454363;
PARADA TRANS CAPELO;-0.329489;-78.498436;
Jipijapa y los dos Rios. Parque;-0.066300443;-78.427558;
García Moreno y calle Ingahuayco. Casa Comunal;-0.123356;-78.4271083;
Pio XII. Casa Comunal;-0.063888946;-78.429877;
MERCADO CENTRAL;-0.219871;-78.507156;
MERCADO SAN FRANCISCO;-0.2199647;-78.5184176;
Calle Cuenca y Chile;-0.2184879;-78.5136587;
Plaza de las Conceptas;-0.2189442;-78.5117632;
Colegio Gonzalo Escudero . Upc Zumbagua y Balzar;-0.27127;-78.523282;
Casa Somos Chiriyacu;-0.247;-78.5184;
Parque Sodiro;-0.117267;-78.497582;
Asamblea barrial;-0.121228;-78.483626;
Cancha liga quito norte;-0.125368;-78.498346;
El manantial;-0.095131;-78.507551;
Iglesia de San Jose;-0.093191;-78.500275;
CALLE EUJENIO ESPEJO;-0.381078;-78.506258;
PLAZA VERDEPAMBA;-0.378209;-78.373813;
CANCHA DE FÚTBOL ESPACIO PÚBLICO DEPORTIVO;-0.370978;-78.50412;
ESQUINA DE LA GRUTA DEL DIVINO NIÑO LA FLORIDA;-0.366933;-78.499977;
AREAS COMUNALES;-0.365429;-78.47684;
Av. Patria;-0.208965;-78.494883;
12 de octubre;-0.20576;-78.48693;
Centro Cultural Benjamín Carrión;-0.205296;-78.497773;
Unidad Educativa Daniel E Proaño;-0.370978;-78.50412;
Unidad Educativa 10 de Agosto;-0.2125619;-78.5114643;
Unidad Educativa Pichincha;-0.2084357;-78.5199305;
Colegio Mejía;-0.2110867;-78.5041231;
Colegio Simón Bolívar;-0.2092981;-78.5025784;
Unidad Educativa Lucila Santos;-0.2463132;-78.4834717;
San Francisco;-0.220955;-78.515112;
Parque Alma Lojana;-0.2337894;-78.4826461;
Parque Cuscungo;-0.2312236;-78.4848339;
Parque San Miguel de Collacoto;-0.2464581;-78.4831606;
Punto Seguro San José de Monjas;-0.2310375;-78.4925125;
Parque Eloy Alfaro;-0.2420901;-78.4873966;
Parque José Luis Rodríguez;-0.2548883;-78.4904162;
Parque Sauces del Valle;-0.254809;-78.4872527;
Parque San Isidro de Puengasí;-0.2472668;-78.4974225;
Plaza de San Blas;-0.2175776011;-78.5054801;
Parque Julio Moreno (barrio El Dorado);-0.2149893;-78.4926082;
Parque de uso multiple Los Prados (Vicentina Baja);-0.2151274;-78.4871483;
Obelisco de La Vicentina;-0.2151274;-78.4871483;
Huancavilca y Caras;-0.2292544;-78.5235738;
MATILDE ALVAREZ;-0.342164;-78.549769;
ASOCIACION MUSHUK KAWSAY;-0.35309;-78.55826;
LA ESPERANZA DE GUAMANI ALTO;-0.33725;-78.56823;
BETHEL 3 CASCADAS;-0.3363;-78.58003;
PAMPA ECUATORIANA;-0.33692;-78.57927;
IGUALDAD SOCIAL;-0.33343;-78.57068;
UPC Guápulo;-0.2015266;-78.4763933;
Ninahuilca y Cero del Gallo. Parque;-0.093262854;-78.449979;
Coliseo. Upc Concepción del Sur. Colegio Saldumbide. Cementerio de la Magdalena;-0.2425;-78.5376;
BELLAVISTA 15: ANA TACO;-0.190936;-78.469961;
Av. Patria;-0.207601;-78.497809;
Plaza de los Presidentes;-0.206;-78.49609;
Parque Nicaragua;-0.2075928;-78.5092982;
PRIMAVERA DE CORNEJO;-0.32554;-78.561122;
LA TRINIDAD;-0.3408;-78.556;
SULTANA DE LOS ANDES;-0.34934;-78.56766;
HOSPITAL 1;-0.3061452;-78.5301715;
HOSPITAL 2;-0.305182;-78.5337684;
TAMBO DEL INCA 1;-0.29966;-78.519578;
TRÉBOLES DEL SUR;-0.312205;-78.534599;
TAMBOLLACTA;-0.289831;-78.542434;
COMITÉ PROMEJORAS CAUPICHO 2;-0.3282;-78.5382;
SANTA FE;-0.318;-78.5355;
COMITÉ PROMEJORAS ECASA;-0.3191981;-78.5335428;
BIENESTAR COMUNITARIO;-0.3553205;-78.5455118;
COMITÉ PROMEJORAS BARRIO EL SOL;-0.3548583;-78.5353885;
COMITÉ PROMEJORAS CAUPICHO 1;-0.32888;-78.5387767;
CARLOS EDUARDO FRANCO MENDEZ;-0.315278;-78.543306;
VIDA NUEVA 2;-0.35123;-78.52894;
PROMEJORAS SANTA ISABEL;-0.322796;-78.532398;
COMITÉ PROMEJORAS CAUPICHO 1;-0.32849;-78.54055;
SANTA GLORIA M21;-0.3286;-78.53001;
SAN JOSE DE GUAMANI;-0.326;-78.54869;
DORADO DEL SUR;-0.322457;-78.546114;
SANTO TOMAS NORTE;-0.3296;-78.5452;
COMITÉ PROMEJORAS SECTOR 9 LAS CUADRAS;-0.281413;-78.554576;
JULIO MATOVELLE;-0.285803;-78.563248;
Casa Somos Nueva Aurora;-0.319506;-78.551042;
Casa Somos Franco Méndez;-0.315252;-78.543324;
AUXILIARES DE ENFERMERÍA;-0.3045;-78.55927;
COMITÉ PROMEJORAS BARRIO ESPEJO;-0.30225;-78.57211;
BARRIO SAN ALFONSO (AREA COMUNAL);-0.327998;-78.576594;
La Isla - Casa Barrial;-0.213219,;-78.326447;
Capilla Buena Esperanza;-0.195939,;-78.38399;
Casa Comunal Leopoldo Chavez;-0.224298;-78.396917;
Parque de Tolagasí;-0.211;-78.4205;
Canchas Tola Grande;-0.21086;-78.37691;
Casa Social Las Marias;-0.219028,;-78.4115;
Plazoleta Noboa;-0.12268;-78.32348;
Casa barrial Cochabamba;-0.219361,;-78.402722;
Estadio Jaime del Castillo;-0.23042;-78.33606;
Coliseo de Yaruqui;-0.1646889;-78.318886;
Liga Barrial El Ejido;-0.382603;-78.509417;
Plaza Gastronómica El Tingo;-0.287703;-78.439247;
Plaza De Los Rituales;-0.384542;-78.510998;
Casa Comunal Guamaní Alto;-0.32916;-78.55924;
CASA BARRIAL DE MIRANDA;-0.33203;-78.48936;
Centro de salud Hierba Buena 2. Retén Policial;-0.275805;-78.52152;
PARQUE DEL ENCUENTRO;-0.188324;-78.50248;
Av. Patria;-0.20668246;-78.49850457;
SAN CARLOS DEL SUR;-0.3036263;-78.5338324;
LA INMACULADA;-0.314997;-78.559596;
Upc Santa Rosa de la Argelia. Escuela San Martin. Fabrica Fosforera ecuatoriana;-0.2763854;-78.5279831;
Casa Somos Ferroviaria;-0.2629412;-78.5147044;
Casa comunal;-0.104392;-78.485546;
Simón Bolívar & Manuel Durini encuesta;-0.3772815;-78.5051122;
PARQUE CENTRAL DE AMAGUAÑA;-0.3752977;-78.5056998;
CANCHA LA VICTORIA;-0.3658248;-78.4767264;
ATAHUALPA;-0.3367423;-78.4808555;
Casa Somos San Bartolo;-0.2681731;-78.5282275;
ESQUINA DEL MOVIMIENTO;-0.148256;-78.440591;
MERCADO DE CONOCOTO;-0.2974121;-78.4804314;
Unidad Educativa Pedro Jose Arteta- La Merced;-0.2912086;-78.4023073;
Alangasi Parque San Carlos;-0.296593;-78.440865;
Alangasi;-0.3065231;-78.416583;
Unidad de Salud Centro Patronato San José;-0.2206;-78.5183;
Plazuela Quishuar;-0.05289595202;-78.46316528;
Cordillera de cotocollao;-0.1268554;-78.5251475;
CALLE A;-0.3344066;-78.4402466;
Av. Patria;-0.2090995;-78.4947455;
12 de octubre;-0.2086549;-78.4914571;
12 de octubre;-0.2033973;-78.4834673;
Parque Julio Endara (sector Itchimbia);-0.2188589275;-78.49812317;
Plaza de Guápulo;-0.2009307;-78.4751278;
COMITÉ PROMEJORAS AÑORANZA;-0.3461007;-78.5646613;
COMITÉ PROMEJORES PLAN VICTORIA;-0.3441471;-78.5582774;
DOLOROSA ALTA;-0.3404015;-78.5816201;
LA COMPAÑÍA DE GUAMANI;-0.3404015;-78.5816201;
BELLAVISTA 14: ROCIO AGUIRRE;-0.1899836;-78.4699122;
BELLAVISTA 17: TNTE. EDWIN PILATAXI;-0.1912911;-78.4697553;
HEROES DE PAQUISHA;-0.3434158;-78.5623293;
PUEBLO UNIDO ALTO;-0.2978556;-78.5291886;
FUNDEPORTE;-0.2846667;-78.55191;
LA COCHA;-0.3200983;-78.52715;
SANTA ROSA DE CHILLOGALLO 1ra ETAPA;-0.278278;-78.563264;
BUENAVENTURA BAJO;-0.2815183;-78.5816833;
SAN FRANCISCO DE HUARCAY 1;-0.2954993;-78.5757141;
LA CONCORDIA;-0.2970761;-78.5608266;
Cancha de césped sintético y otras áreas recreativas.;-0.2305918;-78.3400749;
Casa Somos Yaruqui;-0.162415;-78.315491;
Dirección. Casa Somos Bicentenario;-0.066004;-78.451927;
NANEGAL-PARQUE;0.1370848;-78.6754418;
NANEGAL-ESTADIO;0.1387939;-78.6786752;
Estadio de Conocoto;-0.2975109;-78.4805576;
Fabrica Tanasa;-0.277461;-78.525689;
Centro Infantil Estrellitas del Sur;-0.277153;-78.521683;
Casa Somos Lloa;-0.2476936;-78.582705;
Casa Somos Atahualpa;-0.2490182;-78.5277045;
BELLAVISTA 11: CARLOS ESCOLA;-0.1902744,;-78.4711535;
BELLAVISTA 16: ALVARO BRMEO;-0.191247;-78.470452;
Anita Lucia1;-0.115613;-78.517616;
"AREA VERDE ""EL ARBOLITO DE GUABA""";-0.385287;-78.512342;
CASA BARRIAL DE LA VAQUERÍA;-0.3926906;-78.5026473;
PUNTO SEGURO CUENDINA;-0.3747332;-78.4809536;
EL ESTADIO DE PÍNTAG;-0.3728138;-78.3733654;
MIRADOR BARRIO CARAPUNGO ALTO.;-0.360165;-78.5115517;
VECINONET;-0.358667;-78.481333;
CASA BARRIAL CARLOS MARÍA DE LA TORRE;-0.297264;-78.43729;
IGLESIA DEL BARRIO SANTA ROSA DE CONOCOTO;-0.2909118;-78.5018429;
CANCHA DE VOLEY;-0.2883336;-78.4080687;
CASA BARRIAL;-0.2864712;-78.4713643;
CANCHAS DEL BARRIO BELLAVISTA;-0.2881167;-78.3989367;
IGLESIASAN JOSÉ COMUNA SAN PEDRO DEL TINGO.;-0.2838404;-78.436989;
LOS EUCALIPTOS. SUBCENTRO DE SALUD EL TINGO;-0.285615;-78.4401933;
CASA BARRIAL ANDALUZ;-0.2851116;-78.4828334;
Plaza veintimilla;-0.202113;-78.494263;
Parque Edén del Valle;-0.2397138;-78.4918867;
Casa Somos Puengasí;-0.2547932;-78.4870177;
Casa Somos San José de Monjas;-0.2324909;-78.4937996;
Casa Somos San Diego;-0.2239002;-78.5215867;
Casa Somos Toctiuco;-0.2080712;-78.5228477;
TIERRA MIA;-0.3397113;-78.5798312;
TURUBAMBA DE MONJAS BED;-0.32024;-78.563415;
EJERCITO 1;-0.311327;-78.548349;
COMITÉ DE INTERES SOCIAL E INTERCULTURAL RUMIÑAHUI;-0.294665;-78.576686;
PRIMICIAS DE LA CULTURA DE QUITO;-0.292423;-78.560082;
MARTHA BUCARAM;-0.295453;-78.563028;
CASA COMUNAL SAN ALFONSO;-0.321977;-78.574669;
LAURELES DEL SUR;-0.32943;-78.569349;
JARDINES DE NINALLACTA;-0.304787;-78.558624;
VISTA HERMOSA DEL SUR;-0.305159;-78.531918;
VENCEREMOS;-0.319388;-78.530485;
MIRADOR DE GUAJALO;-0.335373;-78.533437;
VALLE DEL SUR;-0.315633;-78.527486;
PANAMERICANA SUR;-0.3081632;-78.5330287;
HUERTAS DEL SUR;-0.354031;-78.529876;
GENERAL RUMIÑAHUI;-0.3421603;-78.5468245;
EL CISNE;-0.3347217;-78.5342317;
NUEVA JERUSALEM;-0.336833;-78.537611;
GARROCHAL;-0.335373;-78.533437;
JESUS DE NARAZET;-0.3204617;-78.5372015;
MUSCULOS Y RIELES;-0.330153;-78.526039;
BARRIO LOS ANDES;-0.279778;-78.565944;
Parque de Oyambarillo.;-0.1946297;-78.3317342;
Parque del barrio junto al estadio de Plazapamba.;-0.2334452;-78.3835247;
Parque central junto a la Iglesia de Mangahuantag y Centro de Salud.;-0.1688714;-78.3706329;
"""Parque el Campamento"" conocido como punto seguro del Municipio.";-0.1807363;-78.3734097;
Iglesia San José de Puembo;-0.1974874;-78.3473873;
Cancha Tola Chica 1;-0.2083801;-78.3955945;
Piscina de Pifo;-0.2231398;-78.3349631;
DMQ-Trole Plaza del Teatro;-0.2188469;-78.5088435;
DMQ-Trole Montufar;-0.221123;-78.508558;
NANEGALITO-ESTADIO;0.0604322;-78.6826878;
Casa Somos Chilibulo;-0.241936;-78.546573;
ESTADIO LIGA SAN JOSE COCOTOG (GARCIA MORENO Y JUAN ACERO);-0.1388697;-78.4226667;
INFOCENTRO - ATAHUALPA;-0.1341319;-78.3774723;
Casa del adulto mayor CalaCali;0.0010341;-78.5153065;
Escalinata1;-0.1084122;-78.485888;
Mirador de Cotocollao;-0.1157984;-78.4689074;
San Anita;0.00764;-78.468745;
Pueblo nuevo;-0.1177191;-78.5173937;
Calle F etapa 2;-0.116053;-78.518691;
Casa Somos San Antonio de Pichincha;-0.002466;-78.4501679;
Casa Somos Cotocollao;-0.1106748;-78.4996276;
Casa Somos Carcelén Bajo;-0.077213;-78.462744;
INTERSECCIÓN CON PASAJE E8A;-0.3467939;-78.4816696;
SANTA ROSA;-0.290764;-78.499537;
Parque Obrero Independiente 2;-0.2501282;-78.4959183;
Casa Somos San Marcos;-0.2250349;-78.5086151;
PEDESTALES 2 Y3;-0.3328;-78.5733;
Casa barrial barrio El Calvario;-0.1570423;-78.3193067;
LA DELICIA;-0.123028;-78.314167;
Casa Somos Tumbaco;-0.2121705;-78.4050046;
Cancha de césped sintético. junto al cuerpo de bomberos.;-0.2191685;-78.3391431;
VALLE VERDE;-0.322734;-78.5572671;
BEATERIO ALTO;-0.3039108;-78.5311965;
EL VERGEL;-0.3085073;-78.5290128;
COMITÉ PROMEJORAS ONCE DE MAYO;-0.3558;-78.5394;
CONDE 4;-0.3246322;-78.5240891;
COMITÉ PROMEJORAS SAN LUIS DE CHILLOGALLO;-0.2751708;-78.5678624;
EL GIRON;-0.2912126;-78.5687421;
PARA UN FUTURO MEJOR 9 DE DICIEMBRE;-0.2778999;-78.5764917;
COMITÉ PROMEJORAS BUENAVENTURA ALTA;-0.2791573;-78.5859142;
Cancha de uso múltiple Rojas;-0.2164321;-78.4308483;
Parque de Lumbisí;-0.2322117;-78.4483517;
Estadio Francisco Reinoso Cordero;-0.1997312;-78.4281427;
Parque del Héroe;-0.2182756;-78.4546361;
Cancha de Uso Múltiple de San Juan Bautista;-0.2046899;-78.4493481;
Parque de Recreación Familiar Rodrigo Pallares;-0.2080488;-78.459753;
Iglesia de Santa Rosa (predio privado);-0.2028391;-78.4392196;
Casa barrial junto a la Iglesia de Barrio San José;-0.164094;-78.3074482;
PANAMERICANA SUR EL BLANQUEADO;-0.3103438;-78.5395955;
Cancha de césped sintético y otras áreas recreativas.;-0.2303156;-78.3399437;
Casa Somos Guápulo;-0.1959617;-78.4753731;
NANEGALITO-PARQUE;0.0615954;-78.6823498;
Casa Somos Pifo;-0.2253634;-78.3371783;
Plaza Grande;-0.220552;-78.511897;
Calle Olmedo y Benalcazar;-0.217687;-78.511706;
Casa Somos Roldós Pisulí;-0.0857962;-78.5102774;
PLAZA SANJALOMA DE LA PARROQUIA LA MERCED QUITO;-0.2957543;-78.4095753;
Miller y Batallón Magdalena parque;-0.2283328;-78.5285831;
Calle C-10 y E-18. De la casa barrial vista hermosa al fondo..;-0.085359;-78.51496;
Unión entre la calles E1A y E1B y PANZALEO. ES PARA EL PARQUE DEL BARRIO;-0.3236618;-78.4855416;
De los muelles E3;-0.0985658;-78.4047;
Parque Comuna La Capilla, José Miguel Guarderas, junto a la iglesia de la comunidad;-0.0858684;-78.4493732;
Pedro Yerovi y A. Baldeón;-0.0886545;-78.5174105;
Isla San Cristobal e Isla Puna Parque el arbolito de la Etapa E Bajo;-0.0868245;-78.4486931;
Calle María Riofrío y Domingo segura Canchas y parque infantil;-0.0734834;-78.4397597;
Calle María Monge 293 y Juan de Salinas;-0.1065467;-78.4207719;
La Chorrera y Pasaje San Luis, Parque;-0.2639932;-78.4516811;
De los eucaliptos y algarrobos en la casa comunal del barrio;-0.0791153;-78.4498037;
Cerro del Callo y mojanda;-0.0930571;-78.4506807;
Rio Zamora N14-190, Rio Cayambe;-0.0989482;-78.4218732;
CALLE K Y CALLE C ATRAS DEL UPC ALMA LOJANA JUNTO A LA CASA BARRIAL;-0.2342599;-78.4823289;
CALLE GUACHALA Y CALLE QUERO CANCHA DE USO MULTIPLE FRENTE AL JARDIN DE INFANTES LA RAYUELA;-0.2296352;-78.4818557;
CANCHA DE FUTBOL Y PARUQE INFANTIL;-0.2300262;-78.5250355;
PARQUE CENTRAL DEL BARRIO CALLES HACIENDA MARIA Y CHACAUCO;-0.2473893;-78.4858883;
De los Nisperos E9-426 y 12 de Octubre (parada de camionetas) Cuenditrans;-0.3779516;-78.4872853;
Calle Luis Hidalgo y Juan Montalvo;-0.3749817;-78.5035318;
Lizardo Garcia CDI Luceritos de Monserrat;-0.2952902;-78.5291266;
Los Ríos y Concepción;-0.22604;-78.5058967;
MORONA SANTIAGO Y PANZALEO cancha de uso multiple;-0.3254924;-78.4763888;
Barrio Bolivar Rodríguez calle F casa S1-193 y calle C;-0.2268378;-78.4924518;
Calle Junin E3-76 y Almeida. Plaza San Marcos;-0.2248127;-78.5081144;
CALLE JUAN DE ARAGON S/N PSJ 2 - CASA BARRIAL;-0.2276656;-78.4927481;
CALLE CENEPA, E16 FRENTE A LA PANADERIA DON ROLO;-0.2327934;-78.4907913;
INICIO DE LA ESCALINATA ANTONIO SIERRA, JUNTO AL PUENTE DEL RÍO MACHANGARA;-0.2182321;-78.4853012;
MARIA BARRETO Y CALLE C FRENTE A LA TIENDA EL SURTIDO;-0.2406747;-78.4816266;
CARCHI Y NEW YORK, CASA BARRIAL;-0.2128032;-78.5104039;
Sofia Gonzalez y Juan leonidas Castillo;-0.1270268;-78.4465974;
Calle Joaquín Gallegos Calle C Via antigua a Conocoto;-0.25398;-78.4939;
Clemente Pulupa y García Moreno;-0.1282027;-78.4167386;
Av. 5 de Junio y Tejada/ Casa Comunal - lavanderías;-0.230664;-78.5154478;
Plaza Civica de Carapungo;-0.1002757;-78.4237699;
Quito Norte, calle José Mora N60-56 y Flavio Alfaro;-0.1257296;-78.4977079;
Parque Cumaná, Pedro Freile y Flavio Alfaro;-0.1236201;-78.4961459;
MACHALA Y BARTOME RUIZ, CANCHA SINTÉTICA LIGA QUITO NORTE;-0.125861;-78.498392;
Quitus y 9 de agosto;-0.1005112;-78.4231902;
CA N1 7C OE12-42 SMZFMZ11C5;-0.1146056;-78.4129802;
Cancha recuperada por el.comite de.seguridad calle N80 a lado farmacia.Heidy;-0.0945602;-78.5047198;
Galo plaza lasso y santa ana frente al parque sideral;-0.0884992;-78.4487614;
Bellavista de Calderón, calle pío XII y Roma pasaje estocolmo, el parque dentro del pasaje;-0.0596512;-78.4172567;
Avenida la bota y Luis Gómez de la torre frente al mercado de la bota;-0.1168119;-78.4579612;
Calle Los linares y 23 de abril ( iglesia del Carmen 1);-0.0960835;-78.451441;
SAN ANTONIO DE PICHINCHA, 13 DE JUNIO Y REINA DE QUITO, PARQUE LA Y;0.0000244;-78.4426388;
Panamericana Norte y Calle Atahulpa Puente 1;-0.1170233;-78.4512583;
Sauces del Valle calle B S7-306 y calle D diagonal a la Casa Barrial;-0.2539211;-78.4906512;
Calle Pedro Briceño entre Guayaquil y Vargas;-0.2156037;-78.5055174;
SEÑOR DE LA BUENA ESPERANZA;-0.3038126;-78.5327235;
SAN JOSE DE GUAMANI;-0.3302117;-78.54673;
EL ROSAL;-0.3555;-78.537611;
VECEREMOS 1;-0.3185549;-78.5361797;
Casa Somos Cochapamba;-0.158515;-78.5041617;
BARRIO LA VICENTINA CALLE ANAGOYTIA N18-146 Y PJE ANGOSTURA;-0.2161313;-78.4861046;
MALDONADO Y BORRERO/ JUNTO AL UPC;-0.2290408;-78.512737;
Lizardo García y Baquerizo Moreno. Parque;-0.0894;-78.4508;
MERCADO CUMBAYA;-0.2010547;-78.438064;
Casa Somos Solanda;-0.268341;-78.543771;
DMQ-Ecovia-Guamani 1;-0.3398073;-78.5494612;
PARQUE SAUSALITO;-0.3045997;-78.4857558;
COMPLEJO DEPORTIVO SANTA ROSA;-0.3804476;-78.4816111;
Canchas deportivas Centro de Salud;-0.2732967;-78.5185073;
Calle Giovanni Calles Lascano y Alejandro Cárdenas esquina (casa comunal);-0.239903;-78.4878293;
José Ordóñez y Diamante;-0.0841015;-78.4746611;
N83 Calle Oe13 y Calle Oe12D un parque recién construido por el centro médico santa hildegarda;-0.0831294;-78.5106341;
Áreas comunales de Jarrin alto, ubicado en la calle Bernardo de Legarda y Malearte esquina;-0.1186;-78.5044;
Cuchara N69A y Puruhanta, en el parque infantil y las canchas de boley y fútbol San Rafael;-0.1129976;-78.5053411;
Parque del barrio 23 de junio, calle Emilio Bustamante y Pedro de Ibarra;-0.1071155;-78.4985769;
calle Gonzalo Arboleda y 7 de mayo junto al sub centro de salud Puengasi 2;-0.2561914;-78.4917926;
Calle N76A Oe16;-0.098972;-78.515922;
Santa Teresa y E5 - Coliseo de Pomasqui;-0.0515756;-78.4526347;
PATAGONIA Y MILLES JUNTO AL UPC DE LA PATAGONIA;-0.2306853;-78.5224118;
Calle Twintza y Pasaje G;-0.004535;-78.4481871;
Parque, al inicio de la calle B22 - O Calle 8;-0.0951867;-78.5089073;
JUAN SOTO N5-62 y JUAN DE OBANDO MIRADOR GRADAS PARA BAJAR AL BARRIO EL PLACER;-0.2127997;-78.5222131;
Carlos Polit y Manuel Orozco Casa comunal;-0.2280534;-78.4841196;
San Rodrigo y Antonio Sierra, cancha de voley;-0.2214046;-78.4844925;
Calle a lote 28;-0.0709528;-78.4376382;
N69l y julio Ramos;-0.1105492;-78.4605586;
Diego Vaca De la Vega y Santa Teresa;-0.1075167;-78.5004783;
Av.Juan Pio Montúfar y Manuela Saenz junto a la Mz18;-0.063093;-78.4529775;
DMQ-Trole Quito Sur;-0.284136;-78.544395;
Av. José Enríquez Guerrero - Colegio Rumania;-0.0862674;-78.4712809;
John. F Kennedy;-0.1868492;-78.4805856;
Beatriz Coquilango entre la A y la B Las Violetas;-0.0114926;-78.4387803;
Barrio Doris de Mantilla del comun pasando el estadio al final del adoquinado ..en el parque recreacional de juegos infantiles y cancha multiple;-0.0961547;-78.4025141;
De los pensamientos y De las Almendras, Área verde N°5;-0.113378;-78.465732;
Rosa Campusano y Camilo Guachamin;-0.1033;-78.4869;
Ulpiano Becerra, cancha del barrio frente a la Cruz Roja;-0.1232;-78.4589;
Calle: Esteban Mosquera en la parte superior del conjunto Alba azul 2.;-0.2653921;-78.5012284;
PALTAS 56-25 Y PEDRO MON, CASA BARRIAL;-0.2247531;-78.524632;
PARQUE LINEAL SECTOR QUEBRADA EL CONEJO FRENTE A LA CALLE JOSE DE INES, SECTOR CUCHARA Y CALLE BERNARDO DAVALOS;-0.2538169;-78.4978828;
S3H Y E18E CANCHA MULTIPLE DE PATRRIMONIO FAMILIAR #3 FRENTE AL UPC;-0.234345;-78.489467;
Parque lineal , diagonal a Cruz roja de Calderón;-0.1389335;-78.4389872;
Calle ambar y Turmalina parque principal cubierta cancha;-0.0786233;-78.4724867;
Baños y Gonzalo de la Vega diagonal a la escuela San José;-0.2131457;-78.5189436;
DE LOS EUCALIPTOS, PARQUE PARADA AGUA CLARA;-0.1112032;-78.4888076;
Gral. Eloy Alfaro y Benjamin Carrión Iglesia y canchas del Barrio;-0.209349;-78.457204;
Cumbayá Calle Santa Inés y Calle Mora Estadio del barrio Santa Inés;-0.197238;-78.422824;
CALLE S43A ( S44) Y OE10F;-0.30802302;-78.571613;
TERRANOVA OE3C. CANCHA DEL BARRIO;-0.3021376;-78.5528341;
CASA BARRIAL. E4 Y S36A A UNA CUADRA DE LA IGLESIA SAN JOSE OBRERO;-0.3008;-78.5356;
PABLO GUEVARA Y ANTONIO SIERRA;-0.2174301;-78.4852752;
NATALIA VELA N18-36 ENTRE JOSE TOBAR Y CESAR ARROYO;-0.2193314;-78.4846652;
"EL PINAR Y JUAN CAMACHO COMITE BARRIAL PRO MEJORAS ""EL PINAR BAJO""";-0.2054575;-78.5246768;
AbdónCalderóny hermano Miguel;-0.3184791;-78.4850341;
junto al culebrero;-0.2213429;-78.4852487;
Parque Central el Tingo;-0.2856736;-78.4417753;
Payq;-0.0895331;-78.4680339;
E11 PAUL RIVET Y WHYMPER;-0.1947251;-78.481158;
Calle Andalucía y Mena Caamaño;-0.20943;-78.488001;
General Duma N45-42 y de las Alondras;-0.1620228;-78.4915905;
Calle teresa flor y pasaje h casa barrial san lorenzo;-0.1488096;-78.5078157;
Parque central de la Rumiñahui alta junto al UPC;-0.1260331;-78.4856233;
Carlos Bustamante y Leonardo Murialdo;-0.1339882;-78.4769859;
Eso si está. Cerbellón Urbina N57-87 y Mariano Bustamante. URB. CARLOS ANDRADE MARIN;-0.1325257;-78.4784145;
Escuela Union Sovietica;-0.159478;-78.504086;
bulevar del barrio San Pedro de Inchapicho. callesEugenio Espejoy Eucaliptos;-0.1713668;-78.4412788;
Julio Ramos y pasaje N69f parque con cancha;-0.1123183;-78.4601483;
26 de agosto N60B Barrio Occidental el bosque;-0.1252061;-78.5066469;
Iglesia del Barrio La Pulida. calle Paula Montal y Jorge Piedra Esquina;-0.1403981;-78.5074396;
De los tulipanes e10260;-0.160112;-78.4738472;
DE LOS NOGALES Y DE LOS OLIVOS AL FRENTE DE LA IGLESIA ANTIGUA DE SAN ISIDRO DEL INCA EN LA PARADA DE BUS;-0.1484032;-78.466475;
De Los Nogales y Chigualcanes. Al frente de la panaderia Alexandra;-0.145859;-78.463615;
General Urdaneta y pusir al lado del parque diagonal al Upc;-0.2693483;-78.5293217;
casa barrial barrio 14 de enero;-0.2597929;-78.5404153;
Calle Profeta Miqueas y Apóstol Andres cancha del Barrio La Garzota;-0.2685073;-78.5619849;
Calle La Tolita N26-342;-0.2046;-78.4761;
Isaac Barrera y Atahualpa;-0.141685;-78.4430434;
BARRIO SANTA ISABEL ANTIGUO CALLE PRINCESA QUILAGO Y SINCHI ROCA.JUNTO AL UPC;-0.3403905;-78.4780535;
Edén del valle E20D S4 225 S4J puente amarillo antes del peaje vía al valle de los Chillos Parroquia Puengasi;-0.2416082;-78.4852156;
De los Nisperos y 12 de Octubre (parada de Camionetas Cuenditrans);-0.377577;-78.4881912;
Serapio Japerabi y Juan Camacaro;-0.2612716;-78.5233603;
ESCUELA ARMADA NACIONAL;-0.2266;-78.5301;
San Mateo y Andromeda;-0.196734;-78.323702;
Calle Profeta Ageo y OE12G. cancha de volly y un parque con llantas de colores. justo en la parada del Corredor Sur Occidental R9;-0.2730195;-78.5643195;
calle Carlos Larrea .S 37 C parque antes de llegar al mercado;-0.2936041;-78.5629957;
Sub Centro de salud Calle. Simón Bolivar Interserccion calle Quito;-0.2572702;-78.4511296;
Eugenio Espejoy juan montalvo;-0.3080496;-78.4150933;
Carlos Bustamante Pérez y Sebastián de Benalcazar sector Cornejo Alto;-0.259376;-78.465645;
Agustín segarra y pedro cornelio;-0.1363772;-78.4790177;
Pasaje Abel gallegos y Diaz de la Madrid;-0.1838389;-78.5097994;
Manuel Serrano y La Florida (canchas);-0.1435383;-78.4942767;
Jose Borja y Joaquin Castro;-0.1181198;-78.4637242;
